IUCN_species,centroid_long,Latitude,abs_lat,region,clutch_size,Egg mass (g),incubation_d,body_mass,Beak_Length (culmen),HWI
Calonectris diomedea,-18.15686784,6.57,6.57,tropical,1,95,53.93333333,535,52.4,64.1
Calonectris leucomelas,138.2294916,6.96,6.96,tropical,1,70,59.25,580,48.9,61
Columba torringtoniae,80.77164151,6.98,6.98,tropical,1,13.9,NA,308.5,23.7,34.6
Todirostrum nigriceps,-76.0482144,7.02,7.02,tropical,1,1.19,NA,6.5,14.4,16.4
Spilornis klossi,93.79342925,7.06,7.06,tropical,1,95,35,450,38.2,29.5
Bulweria bulwerii,-4.134943867,7.36,7.36,tropical,1,21,45,99,21.6,62.1
Ketupa ketupu,105.0005813,7.38,7.38,tropical,1,64.7,28.5,1293,50.3,21.6
Cypseloides cryptus,-74.91808077,8.33,8.33,tropical,1,3.19,30,34.5,8.6,67.8
Carpodectes antoniae,-82.79189806,8.55,8.55,tropical,1,9.99,NA,98,20.8,20.5
Galerida modesta,10.70348974,9.21,9.21,tropical,1,2.11,NA,20.2,12.9,20.7
Pseudocolaptes lawrencii,-83.12672689,9.36,9.36,tropical,1,6.45,NA,51,23.8,20.1
Zentrygon lawrencii,-82.34133482,9.36,9.36,tropical,1,10.72,NA,220,21.6,24.3
Cephalopterus glabricollis,-82.9992765,9.42,9.42,tropical,1,33.9,NA,379.5,33.6,15.2
Antrostomus saturatus,-83.46841334,9.5,9.5,tropical,1,6.08,NA,52,16,47.8
Gyps rueppelli,20.78090101,9.89,9.89,tropical,1,225,55,7400,77.9,37.6
Pithecophaga jefferyi,124.1930687,9.95,9.95,tropical,1,189.15,61,5175.3,85.3,30.3
Columba oliviae,48.95485429,10.38,10.38,tropical,1,13.9,NA,308.5,22.8,43.4
Dicaeum haematostictum,122.739011,10.58,10.58,tropical,1,1.3,NA,8.8,12.3,16.4
Molothrus armenti,-74.98621619,10.75,10.75,tropical,1,4.15,12,40.8,17.9,24.4
Circaetus beaudouini,6.202106123,11.2,11.2,tropical,1,136,45.75,1539.2,45.6,43.5
Lipaugus unirufus,-83.42257281,11.43,11.43,tropical,1,7,25.5,82.1,24,20.4
Ducula badia,103.5955536,11.81,11.81,tropical,1,28,NA,486,27.4,28.9
Spilornis holospilus,123.0936877,11.86,11.86,tropical,1,95,35,705,37.5,30.7
Ducula carola,122.9221546,12.01,12.01,tropical,1,13.22,NA,289,25.1,36.5
Ramphiculus leclancheri,122.8318564,12.11,12.11,tropical,1,8.77,NA,164,20,32.8
Hydrobates pelagicus,-20.36938094,12.19,12.19,tropical,1,6.8,39.2,25.2,13.7,59
Puffinus newelli,-141.5191927,12.3,12.3,tropical,1,57,51.75,350.8,42.7,44.4
Brachypodius priocephalus,75.81419051,12.87,12.87,tropical,1,3.37,13,16.5,14.2,14.4
Columba elphinstonii,76.16615875,13.04,13.04,tropical,1,17.4,NA,379,25.6,33.8
Carpodectes nitidus,-84.65130679,13.2,13.2,tropical,1,10.4,NA,101.6,20.1,19
Hydrobates castro,-50.47588014,13.43,13.43,tropical,1,10.15,41.625,46.1,15.6,60
Phaethon aethereus,21.97229237,14.4,14.4,tropical,1,56,43.5,750,66.4,68.5
Phoebastria nigripes,-17.35678046,14.59,14.59,tropical,1,290.5,65.3,3188.4,101.2,64.7
Puffinus auricularis,-107.8507849,16.11,16.11,tropical,1,58,56.5,350.8,39.3,53.6
Lyncornis macrotis,103.0505789,16.45,16.45,tropical,1,19.2,NA,140.6,16.7,54
Spilornis cheela,98.68355847,16.74,16.74,tropical,1,95,36.66666667,597.7,44.8,29.7
Nyctibius jamaicensis,-90.85749121,18.02,18.02,tropical,1,19.5,31.5,266,26.4,50.7
Phoenicopterus ruber,-75.16495161,18.3,18.3,tropical,1,142,29.75,3031.6,126,47.5
Zentrygon carrikeri,-94.93886283,18.38,18.38,tropical,1,12.5,NA,267,25.2,23.1
Patagioenas flavirostris,-95.18654399,19.18,19.18,tropical,1,15.5,18,270.8,23,35.6
Eudynamys scolopaceus,97.74422994,19.56,19.56,tropical,1,2.2,13.5,194.9,32.1,31.4
Columba punicea,87.98709065,22.42,22.42,tropical,1,17.3,NA,434.4,24.4,35
Bubo nipalensis,96.89712815,22.43,22.43,tropical,1,63.91,NA,1396.4,54.2,27.9
Dromas ardeola,49.41638171,22.79,22.79,tropical,1,45,NA,325,62.7,53.7
Ardeotis nigriceps,74.52987176,22.98,22.98,tropical,1,145,27,7235.3,88.7,42.4
Gyps indicus,77.41366295,23.08,23.08,tropical,1,235,NA,5515,71.3,38.3
Molothrus aeneus,-99.90251775,23.63,23.63,others,1,4.15,12,62.6,22.2,25.3
Gyps bengalensis,83.32927941,23.99,23.99,others,1,204,46.75,4385,64.6,38.8
Hydrobates leucorhous,-41.09721639,24.34,24.34,others,1,10.05,41.875,36.7,17.8,58.8
Puffinus lherminieri,-41.17683236,24.96,24.96,others,1,35,51.16666667,192.8,31,55.6
Puffinus opisthomelas,-113.3825677,25.57,25.57,others,1,58,50.5,408,42.4,63.5
Pterodroma hypoleuca,69.23755771,26.91,26.91,others,1,33,49,176,24.6,63
Pterodroma sandwichensis,-148.1182975,26.94,26.94,others,1,66.45,55.5,400.8,36.5,52.1
Hydrobates melania,-113.3725144,27.58,27.58,others,1,13.8,46.5,61.5,17.5,61.6
Columba bollii,-17.07066928,28.35,28.35,others,1,22.6,19,308.5,26.7,36.4
Columba hodgsonii,98.10304833,29.7,29.7,others,1,13.9,NA,308.5,23.2,40.3
Columba janthina,129.2065197,30.19,30.19,others,1,16.87,NA,397,26.6,34.2
Hydrobates tristrami,35.17169947,31.32,31.32,others,1,18,44.75,89.1,20.3,57.2
Cypseloides niger,-105.2699436,32.36,32.36,others,1,5.11,24.5,39.7,9,73
Columba trocaz,-16.99296705,32.76,32.76,others,1,24.4,19.5,440,27.7,35.6
Hydrobates homochroa,-119.908601,33.4,33.4,others,1,8.3,44.75,36.9,16.7,58.4
Gyps himalayensis,88.99090925,34.8,34.8,others,1,258,53.5,9798,82.5,35.5
Phoebastria albatrus,-19.60594093,34.87,34.87,others,1,342.5,59.5,4411,135,66.3
Phoebastria immutabilis,-24.84753905,35.54,35.54,others,1,279,64.2,3145.9,108,66.2
Gymnogyps californianus,-117.3309667,35.94,35.94,others,1,280,56.25,8442.7,96.5,41.1
Gyps fulvus,52.81490052,36.3,36.3,others,1,252,53,7436,78.8,39.2
Puffinus yelkouan,19.48624371,38.15,38.15,others,1,58,51,497,42.4,60.6
Pterodroma cahow,-43.23506789,39.01,39.01,others,1,43.02,52.75,246,37.1,64.1
Circaetus gallicus,51.2636606,40.79,40.79,others,1,136,46.5,1699.1,47,40.5
Aegypius monachus,87.8709392,41.63,41.63,others,1,243,53,9320.6,87.8,41.1
Hydrobates furcatus,-43.9865178,45.32,45.32,others,1,12.6,49.95,59.7,17.1,60.8
Puffinus mauretanicus,1.494985792,47.1,47.1,others,1,58,51,497,45.1,58.1
Ptychoramphus aleuticus,-110.4221861,48.89,48.89,others,1,29.7,38,184,24,40.7
Morus bassanus,-26.89093038,49.75,49.75,others,1,105,43.65,2998.7,98.7,62.1
Cerorhinca monocerata,-51.05326471,50.73,50.73,others,1,77.7,36.75,482.2,48.5,52
Aethia pygmaea,92.80047957,52.42,52.42,others,1,26,34.125,112,15.9,40.8
Fratercula cirrhata,26.01722095,53.66,53.66,others,1,89.45,42.75,774.4,56,50.5
Brachyramphus marmoratus,-124.729372,54.13,54.13,others,1,51.9,29.5,220,24.9,58.4
Brachyramphus perdix,149.8182976,54.22,54.22,others,1,51.9,30,220,31.3,58.9
Aethia cristatella,31.32828794,55.91,55.91,others,1,47.6,34.25,259.4,21.1,44.1
Rissa brevirostris,-43.45221395,55.95,55.95,others,1,49.4,29.5,377,38.2,62.2
Aethia psittacula,-57.8129959,56.09,56.09,others,1,47.9,35.25,270,20.1,41.1
Fratercula corniculata,-4.476377814,56.55,56.55,others,1,77.95,41,536.1,51,52.3
Aethia pusilla,-4.905861657,56.93,56.93,others,1,17.2,30.3,84,15,40.4
Uria aalge,-17.82477091,58.79,58.79,others,1,108.5,32.05,991.9,56.8,57.5
Alca torda,-19.92989098,61.38,61.38,others,1,92,35.775,726,42.8,56.8
Brachyramphus brevirostris,-92.92987238,61.5,61.5,others,1,41,30,234,20.7,53.2
Fulmarus glacialis,-12.3532484,64.81,64.81,others,1,101,48.5,611.9,41.3,51.1
Fratercula arctica,-36.65116862,66.06,66.06,others,1,64,40.4,593,51,51.6
Uria lomvia,13.08659603,67.57,67.57,others,1,100.15,33.125,964,49.3,51.9
Alle alle,51.09657442,78.43,78.43,others,1,28,29,180.7,20.2,51.3
Pachycoccyx audeberti,27.23716692,-10.08,10.08,tropical,1.1,5.6,13,102.9,28.5,37.6
Patagioenas fasciata,-109.8627391,32.56,32.56,others,1.1375,16.3,19.25,366.3,26.3,35.9
Apteryx owenii,174.8945971,-39.53,39.53,others,1.21,300.5,69.75,1238.3,85.3,0.1
Rigidipenna inexpectata,156.5796844,-6.8,6.8,tropical,1.25,13.5,30,175.4,33.9,27.3
Pycnoptilus floccosus,148.6793895,-35.35,35.35,others,1.4,5.15,21,28.9,15.6,12.4
Acanthorhynchus superciliosus,117.8455804,-32.88,32.88,others,1.4,1.73,NA,9.7,23.5,15.9
Zanda latirostris,118.1166156,-32.28,32.28,others,1.4,32.8,28.5,612,45.5,45.9
Systellura longirostris,-65.27599379,-30.98,30.98,others,1.4,5.52,NA,45.6,18.8,48.5
Pachycephala pectoralis,139.4541725,-30.7,30.7,others,1.4,3.66,15.5,30.4,17.5,18
Orthonyx temminckii,151.9314151,-30.13,30.13,others,1.4,6.8,23,58.1,15.8,12
Promerops gurneyi,30.01007705,-27.01,27.01,others,1.4,3.59,NA,34.9,31.4,21.5
Pomatostomus halli,143.3842862,-26.18,26.18,others,1.4,3.44,NA,41.8,25.1,10.9
Ardeotis australis,133.4101885,-24.05,24.05,others,1.4,136,NA,4182.4,79.3,44
Monias benschi,43.67004781,-22.42,22.42,tropical,1.4,15.8,NA,137.9,37.3,10.7
Caprimulgus rufigena,22.85424511,-21.87,21.87,tropical,1.4,5.7,16,52,18,46.3
Apus barbatus,28.62525319,-20.21,20.21,tropical,1.4,3.575,19.6,42.8,11.9,71.9
Polystictus superciliaris,-43.98160917,-18.2,18.2,tropical,1.4,1.13,NA,6,10.2,12.9
Mayrornis lessoni,163.2951691,-17.45,17.45,tropical,1.4,1.84,NA,11.2,14.5,18.4
Myiagra vanikorensis,162.0690995,-17.4,17.4,tropical,1.4,1.9,NA,12.3,18,19.5
Stomiopera flava,144.1890628,-17.25,17.25,tropical,1.4,2.8425,16,21.4,20.4,13.8
Alopecoenas stairi,114.5400231,-16.96,16.96,tropical,1.4,8.83,NA,171,22.1,31.2
Ptilinopus perousii,110.2527102,-16.95,16.95,tropical,1.4,5.56,NA,93.5,13.4,28.2
Ptilotula flavescens,133.1050825,-16.8,16.8,tropical,1.4,2,11,12.4,15.6,21.5
Lalage maculosa,121.4522448,-16.61,16.61,tropical,1.4,3.77,NA,30.3,18.9,28.5
Pachycephala lanioides,128.3173333,-16.61,16.61,tropical,1.4,4.55,NA,38.7,22.6,14.5
Chlamydera nuchalis,136.2135096,-16.58,16.58,tropical,1.4,18.1,21,200.4,36,14.1
Myiophobus fasciatus,-56.04898302,-14.72,14.72,tropical,1.4,1.64,17,9.9,13.5,18.7
Antrostomus rufus,-52.01943057,-14.51,14.51,tropical,1.4,9.7,NA,94.2,26.3,46.1
Tyto tenebricosa,144.0912855,-13.91,13.91,tropical,1.4,42.5,40.83333333,660.6,41.5,27.7
Caprimulgus vexillarius,27.00367639,-12.63,12.63,tropical,1.4,7.3,NA,72.2,16.9,39.8
Caprimulgus fossii,26.49218373,-12.6,12.6,tropical,1.4,4.9,15.5,58.3,16.7,45.4
Drymodes superciliaris,142.9503079,-12.4,12.4,tropical,1.4,4,NA,45.9,18.3,16.7
Caprimulgus pectoralis,26.2768543,-11.86,11.86,tropical,1.4,6.2,18,51.4,17.5,44.4
Anthreptes anchietae,26.91287971,-11.38,11.38,tropical,1.4,1.22,NA,8,16.6,15.4
Aerodramus spodiopygius,152.5433387,-11.02,11.02,tropical,1.4,1.45,NA,8,6.6,67.3
Akletos goeldii,-70.03765481,-10.57,10.57,tropical,1.4,5.63,NA,42,24.5,11.2
Pyriglena leuconota,-55.7778912,-9.69,9.69,tropical,1.4,4.5,13,32.3,19.9,9.2
Macropygia mackinlayi,159.746404,-9.67,9.67,tropical,1.4,5.44,NA,85.9,16.7,31.8
ChordeilesNAcunda,-56.52165442,-9.61,9.61,tropical,1.4,12.9,NA,159,19.7,47.9
Ailuroedus melanotis,143.2536753,-9.15,9.15,tropical,1.4,21.6,22.75,176.9,37.5,20.5
Leptotila rufaxilla,-56.85484451,-8.97,8.97,tropical,1.4,7.1,NA,157,20.3,24.5
Rupornis magnirostris,-60.46375422,-8.51,8.51,tropical,1.4,36.5,NA,269,26.4,28
Buteogallus urubitinga,-61.51893042,-7.52,7.52,tropical,1.4,79.5,NA,1152.9,46,22
Grallaricula flavirostris,-73.48315843,-7.15,7.15,tropical,1.4,3.1,19,17.7,18.5,15.9
Ictinia plumbea,-60.38725284,-7.01,7.01,tropical,1.4,27,32.5,249.9,23.9,41.8
Musophaga rossae,24.93530732,-6.06,6.06,tropical,1.4,35.1,25,361.4,35,14.8
Nyctidromus albicollis,-60.91742572,-5.71,5.71,tropical,1.4,8.05,19.5,57.8,16.2,35.8
Elanoides forficatus,-60.19170223,-5.62,5.62,tropical,1.4,36.75,28.875,416.2,29.4,46.9
Tachymarptis aequatorialis,32.76001235,-5.59,5.59,tropical,1.4,6.49,NA,92.8,14.7,71.9
Microptilotis albonotatus,140.4789742,-5.52,5.52,tropical,1.4,2.97,NA,22.4,21.5,15.8
Tregellasia leucops,141.8088984,-5.44,5.44,tropical,1.4,2.2,NA,15.6,14.7,21.7
Pachycephala soror,142.0260111,-5.4,5.4,tropical,1.4,4.13,NA,24.8,16.5,17.7
Mino dumontii,140.9699153,-5.35,5.35,tropical,1.4,11.9,NA,217,31,19.5
Meliphaga aruensis,140.9271562,-5.34,5.34,tropical,1.4,3.05,NA,26.2,19.3,17.2
Oriolus szalayi,140.9652542,-5.31,5.31,tropical,1.4,8.1,NA,95.2,34.5,22.3
Bubo lacteus,26.28266614,-4.94,4.94,tropical,1.4,80.3,35.5,2114.9,53.8,29.6
Chelidoptera tenebrosa,-60.35787081,-4.75,4.75,tropical,1.4,5.4,NA,35.9,22.1,22.4
Nectarinia kilimensis,30.90427339,-4.7,4.7,tropical,1.4,1.86,14,15.7,26.8,17.8
Caprimulgus pulchellus,104.8703885,-4.66,4.66,tropical,1.4,6.55,NA,57.5,13.5,35.8
Arizelocichla masukuensis,32.93729309,-3.96,3.96,tropical,1.4,2.96,NA,26.8,15.1,17.7
Nyctidromus anthonyi,-80.06042128,-3.67,3.67,tropical,1.4,4.7,NA,35.9,15,42.6
Buteogallus aequinoctialis,-47.3581268,-3.65,3.65,tropical,1.4,60,NA,657.6,36.1,24.9
Monarcha cinerascens,126.7275877,-3.25,3.25,tropical,1.4,3.57,NA,29.6,20.7,18.7
Todirostrum maculatum,-60.85490346,-3.25,3.25,tropical,1.4,1.2,17.75,7.3,16.3,13.8
Chordeiles rupestris,-68.8336708,-3.2,3.2,tropical,1.4,6.59,NA,52.3,12.7,54.8
Nectarinia johnstoni,33.71812207,-3.02,3.02,tropical,1.4,1.9,NA,15.2,32.3,18.8
Scotopelia peli,20.48014212,-2.9,2.9,tropical,1.4,61.5,32.5,1942.8,53.9,20.4
Chondrohierax uncinatus,-64.1962954,-2.71,2.71,tropical,1.4,48.8,NA,286.1,36.2,21
Terpsiphone rufocinerea,12.34154615,-2.65,2.65,tropical,1.4,1.87,NA,15.4,18.1,16.3
Ciccaba virgata,-64.8862869,-2.47,2.47,tropical,1.4,25.7,NA,284,33,20.8
Aerodramus vanikorensis,136.6713086,-2.34,2.34,tropical,1.4,0.91,NA,10.7,6.4,61.1
Anthreptes longuemarei,20.05200321,-2.31,2.31,tropical,1.4,1.67,NA,11.4,18.5,17.8
Nectarinia purpureiventris,29.27684796,-2.19,2.19,tropical,1.4,1.89,NA,11.5,20.6,20.3
Tyrannulus elatus,-64.64113944,-1.95,1.95,tropical,1.4,1.26,NA,7,8.4,19.2
Arachnothera affinis,113.2060347,-0.9,0.9,tropical,1.4,2.85,NA,26.4,40.5,19
Ploceus nigricollis,24.67793436,-0.31,0.31,tropical,1.4,2.41,NA,27.1,18,15.4
Collocalia esculenta,121.1318279,-0.2,0.2,tropical,1.4,1.17,22,6.3,7.1,68.3
Lophaetus occipitalis,20.97078867,-0.17,0.17,tropical,1.4,75,42,1067,46.6,31.3
Buceros rhinoceros,108.7284834,0.14,0.14,tropical,1.4,60.02,41.5,2371.6,245.4,21.7
Ceratogymna atrata,16.36542889,0.31,0.31,tropical,1.4,44.7,NA,1194.8,155.8,17.5
Platylophus galericulatus,108.189443,0.54,0.54,tropical,1.4,5.74,NA,77.9,30.3,12.3
Apalis binotata,17.27789392,0.59,0.59,tropical,1.4,1,NA,8.2,12.4,6
Anthreptes aurantius,17.98804548,0.6,0.6,tropical,1.4,1.51,NA,12.5,18,13.7
Chrysocolaptes validus,108.7867168,0.62,0.62,tropical,1.4,7.69,NA,149,45.6,16.1
Lyncornis temminckii,108.5266594,0.79,0.79,tropical,1.4,9.58,NA,95.9,21.1,51.8
Eremopterix leucotis,18.47161189,0.99,0.99,tropical,1.4,1.87,11,16.4,11.9,29.2
Geothlypis semiflava,-78.49103131,1.26,1.26,tropical,1.4,2.31,NA,17.2,14.7,13.5
Caprimulgus fraenatus,37.33796206,1.3,1.3,tropical,1.4,5.7,NA,59.7,18.5,46
Percnostola rufifrons,-58.71897644,1.45,1.45,tropical,1.4,3.41,NA,23.9,20.7,15
Scotopelia bouvieri,17.63218451,1.65,1.65,tropical,1.4,39.44,NA,637,36.9,19.8
Habia stolzmanni,-77.88806802,1.81,1.81,tropical,1.4,4,NA,38.8,21.9,17.4
Neotis denhami,18.00681864,1.84,1.84,tropical,1.4,126,24,3970.2,92.4,43.9
Calyptomena whiteheadi,115.3083485,2.3,2.3,tropical,1.4,7.79,NA,156.1,18.4,17.7
Anthreptes orientalis,39.07036508,2.38,2.38,tropical,1.4,1.37,NA,10.3,18.1,15.5
Turtur brehmeri,13.71369144,2.42,2.42,tropical,1.4,6.6,NA,116,19.6,25.3
Fraseria cinerascens,12.47236043,2.44,2.44,tropical,1.4,2.69,14,23.1,16.2,14.2
Melierax metabates,20.89388027,2.47,2.47,tropical,1.4,50,37,674.5,32.5,34.9
Melierax poliopterus,41.02399404,2.87,2.87,tropical,1.4,54.5,37,629.9,33.3,37.1
Chordeiles acutipennis,-69.00782759,3.21,3.21,tropical,1.4,5.8,18.5,48.4,8.5,55.1
Elminia longicauda,13.33046267,3.54,3.54,tropical,1.4,1.26,NA,9.9,14.3,18.1
Glareola cinerea,13.23957921,3.82,3.82,tropical,1.4,5.37,NA,37.4,15.9,58.3
Myophonus robinsoni,101.5667841,4.08,4.08,tropical,1.4,7.74,NA,99.2,29.4,14
Eremomela flavicrissalis,41.54295467,4.48,4.48,tropical,1.4,0.77,NA,4.5,9.9,10.8
Batrachostomus javensis,108.5527163,4.74,4.74,tropical,1.4,4.63,NA,46.3,20.5,24.5
Poliolais lopezi,10.00381254,5.59,5.59,tropical,1.4,1.35,NA,12,15,8.6
Anthreptes gabonicus,0.997705228,5.64,5.64,tropical,1.4,1.34,NA,9.6,15.2,13.6
Veniliornis sanguineus,-55.73306501,5.93,5.93,tropical,1.4,2.57,NA,26.5,18.5,14
Caprimulgus nubicus,42.52676215,6.64,6.64,tropical,1.4,5.1,NA,49.3,19.4,42.7
Hydropsalis cayennensis,-65.66210147,6.88,6.88,tropical,1.4,5.45,NA,35.5,17.5,49.4
Myophonus blighi,80.79096246,6.97,6.97,tropical,1.4,8.13,NA,104.6,24.4,10.1
Caprimulgus macrurus,110.8996268,7.52,7.52,tropical,1.4,7.7,20.25,66.2,22.3,47.1
Erythrura coloria,125.0819865,7.55,7.55,tropical,1.4,1.05,NA,11.3,11.3,18.6
Nectarinia tacazze,37.74131298,7.7,7.7,tropical,1.4,1.88,15.5,14.9,30.1,16
Caprimulgus longipennis,6.144530642,8.37,8.37,tropical,1.4,5.1,NA,48,16.3,48.3
Haliastur indus,106.4635226,9.01,9.01,tropical,1.4,49,27.875,529,48.8,36.4
Phaenostictus mcleannani,-81.09844836,9.04,9.04,tropical,1.4,6.63,16,51.1,23.4,13.7
Pogonornis rolleti,25.18131873,9.4,9.4,tropical,1.4,6.71,NA,100.4,39.5,18.4
Tangara arthus,-69.39056823,9.68,9.68,tropical,1.4,2.86,12.5,22,12.5,22.7
Musophaga violacea,-1.031398818,10.04,10.04,tropical,1.4,29.05,NA,360,34.5,17.1
Treron waalia,18.09695148,10.69,10.69,tropical,1.4,7.9,NA,254,20.4,37
Ciccaba nigrolineata,-82.88390711,11.59,11.59,tropical,1.4,33.8,NA,457.9,36.6,28.5
Caprimulgus manillensis,123.0935138,11.85,11.85,tropical,1.4,7.7,NA,70.3,18.8,48.1
Polyplectron germaini,108.2944311,12.1,12.1,tropical,1.4,23.63,NA,450,23.6,21
Ducula aenea,102.1308974,12.16,12.16,tropical,1.4,27.3,NA,545,30.4,31.1
Ardeotis arabs,19.67868891,13.89,13.89,tropical,1.4,115,NA,5943.5,87.4,46
Zentrygon albifacies,-91.79051785,16.08,16.08,tropical,1.4,11.58,NA,238,24.7,25.2
Caprimulgus affinis,94.41330723,17.18,17.18,tropical,1.4,7,NA,58.7,20.6,45.3
Geotrygon mystacea,-64.67433122,17.3,17.3,tropical,1.4,10.12,NA,211,26.6,28.8
Strix leptogrammica,101.8892839,17.85,17.85,tropical,1.4,52.32,NA,970,42.3,28.5
Antrostomus noctitherus,-66.67202166,18.03,18.03,tropical,1.4,7,19.125,36.1,17,43.2
Patagioenas inornata,-73.49931598,19.12,19.12,tropical,1.4,15.82,14,365,24.7,39
Myadestes obscurus,-155.3529776,19.58,19.58,tropical,1.4,3.75,NA,50.4,15.6,26.9
Chordeiles gundlachii,-75.53662197,20.54,20.54,tropical,1.4,7.6,19,50,10.3,61
Geotrygon caniceps,-77.55897613,21,21,tropical,1.4,9.66,NA,192,21.4,29.5
Caprimulgus indicus,78.57695754,21.11,21.11,tropical,1.4,8,17,91.6,21,49.4
Antrostomus cubanensis,-79.00725526,21.61,21.61,tropical,1.4,7.58,NA,63.5,25.8,47
Batrachostomus hodgsoni,97.87685625,22.21,22.21,tropical,1.4,4.3,NA,51,16.1,25
Torreornis inexpectata,-80.78336921,22.24,22.24,tropical,1.4,2.8,NA,25.5,16,9
Macropygia unchall,103.4045133,22.97,22.97,tropical,1.4,11,15.5,168,22.1,35.9
Aceros nipalensis,97.27416179,24.08,24.08,others,1.4,58.5,NA,2385,204,21.6
Columba pulchricollis,96.28822131,25.51,25.51,others,1.4,14.64,22,330,22.9,38
Columba junoniae,-17.57412002,28.36,28.36,others,1.4,19.8,NA,350,28.3,30.1
Gypaetus barbatus,76.40778533,34.75,34.75,others,1.4,220,56.375,5695,78.2,49.5
Caprimulgus ruficollis,-1.627155913,36.13,36.13,others,1.4,9,NA,68.5,23.7,54
Caprimulgus aegyptius,43.65218959,36.18,36.18,others,1.4,8.4,17.5,77.3,18.3,50.6
Antrostomus vociferus,-86.201331,42.29,42.29,others,1.4,7,19.33333333,53.3,16.1,46.1
Caprimulgus europaeus,55.7095306,47.43,47.43,others,1.4,8.4,18.25,67,20.2,53.4
Apteryx australis,167.4282662,-45.55,45.55,others,1.416666667,430,80.91666667,2320.5,126.4,0.1
Apteryx mantelli,175.5064101,-37.84,37.84,others,1.45,430,83.25,2320.5,140.6,0.1
Sterna vittata,24.30961458,-53.86,53.86,others,1.5,25.8,24.15,139,38.9,68
Psarocolius decumanus,-59.87205958,-7.1,7.1,tropical,1.5,11.2,18,206.3,51.8,24.8
Buteogallus gundlachii,-80.10659323,21.78,21.78,tropical,1.5,65,38.625,975.1,39.6,32.4
Synthliboramphus craveri,-111.9944509,26.2,26.2,others,1.5,35,27,151,23.6,46.6
Cepphus carbo,144.4167272,48.53,48.53,others,1.5,66,28,490,47.8,42.1
Heteromyias albispecularis,133.904547,-1.36,1.36,tropical,1.516666667,4.2,18,36.3,18.6,20.5
Sterna sumatrana,93.19587192,-2.63,2.63,tropical,1.54,16.4,22,106,39.1,65.9
Treron sphenurus,98.34984233,22.52,22.52,tropical,1.55,8.8,16.25,210,20.3,37.1
Sterna dougallii,57.8165715,4.43,4.43,tropical,1.575,20.35,23.55,112,45.3,69.1
Loxops coccineus,-155.4471298,19.46,19.46,tropical,1.6125,1.46,15,10.5,13.2,23.9
Bycanistes brevis,36.53150138,-2.13,2.13,tropical,1.638889,27.6,40,1232.8,149.1,24.7
Pagophila eburnea,-22.40533991,74.49,74.49,others,1.6725,60.57,25,550,45.1,61
Poodytes punctatus,172.1126713,-41.77,41.77,others,1.7,2.74,NA,25.2,17.5,12.7
Rollandia rolland,-65.11180427,-32.15,32.15,others,1.7,16,NA,324.3,32.8,34
Geranoaetus polyosoma,-70.12686499,-31.98,31.98,others,1.7,62.1,NA,782.6,36.3,38.1
Ptilonorhynchus violaceus,149.4461963,-30.82,30.82,others,1.7,20,20.75,218.9,33.6,18.6
Rhinocrypta lanceolata,-64.4170191,-30.74,30.74,others,1.7,7.3,16.5,61.9,17.5,6.9
Ptilotula fusca,148.2910639,-30.3,30.3,others,1.7,2,14.9,17.7,16.1,21.1
Ailuroedus crassirostris,151.8016407,-29.32,29.32,others,1.7,21.6,23.5,205.3,33.7,19.4
Eupodotis caerulescens,27.41401746,-29.04,29.04,others,1.7,60,26,1366,32.1,36.2
Climacteris affinis,133.5348341,-28.49,28.49,others,1.7,2.86,18.25,21.7,17.5,27.9
Geronticus calvus,29.60294747,-27.69,27.69,others,1.7,68,29,1150,150.9,35.4
Knipolegus cyanirostris,-50.77052821,-25.82,25.82,others,1.7,2.13,NA,15.4,16.7,18.2
Podargus strigoides,134.483311,-25.73,25.73,others,1.7,25,30,308,42.6,27.5
Bubo capensis,25.55148365,-23.74,23.74,others,1.7,57,36,1118.6,40,33.4
Larus modestus,-69.8735041,-22.95,22.95,tropical,1.7,42.22,30,344,50.7,55.5
Ara rubrogenys,-64.85916877,-18.35,18.35,tropical,1.7,19.68,NA,468,50.5,37.9
Andropadus importunus,33.98124526,-17.63,17.63,tropical,1.7,2.78,13,27.4,18.9,11.9
Plocepasser mahali,26.73799174,-16.39,16.39,tropical,1.7,3.355,15,41.5,18,18.4
Ramsayornis fasciatus,135.6292283,-16.03,16.03,tropical,1.7,1.89,NA,12.7,16.4,20.6
Bucorvus leadbeateri,29.08505963,-14.21,14.21,tropical,1.7,100.51,NA,3743.6,204,20.8
Campephaga flava,28.19259685,-11.41,11.41,tropical,1.7,3,20,32.3,19,22.5
Podiceps taczanowskii,-76.11310598,-11.02,11.02,tropical,1.7,21.16,NA,390.2,36.8,35.5
Accipiter bicolor,-59.95537187,-10.1,10.1,tropical,1.7,32,35,287.5,25,24.6
Elminia albonotata,33.83379227,-9.34,9.34,tropical,1.7,1.65,15.5,9.2,11.1,16.9
Falco deiroleucus,-60.85003053,-8.51,8.51,tropical,1.7,27.5,32,459.6,26.9,39.9
Eremomela icteropygialis,21.29959766,-7.69,7.69,tropical,1.7,1.04,11,7.5,11.2,11.8
Knipolegus signatus,-77.09390981,-7.58,7.58,tropical,1.7,2.36,NA,17.8,18.4,18.5
Centropus nigrorufus,109.4440228,-7.14,7.14,tropical,1.7,16.21,NA,244.4,41.8,10.5
